id,track_name,size_bytes,price_in_zar,rating_count_total,rating_count_er,user_rating,user_rating_er,version,cont_rating,prime_genre,sup_deices.num,screenshorts_aail.num,lang.num,pp_lic
538671999,どうぶつしょうぎ(公式),33780714,18.62,1,1,4.0,4.0,1.00,4,Games,43,5,1,1
1050563650,ぷちドラシル 〜ゆ�ドラ外伝〜,404678656,0.00,1,1,5.0,5.0,1.1.0,4,Games,40,5,1,1
923814895,单机三国志2-铜雀台资料片 天天都玩,329893888,0.00,21,6,4.5,4.5,1.40,12,Games,40,5,2,1
821399915,"单机三国志-不抽卡无体力,战个痛快",134600704,18.62,15,0,4.5,0.0,1.3.9,9,Games,43,5,2,1
1112500249,单机群侠传-金庸群侠传口�版,153306112,0.00,30,4,5.0,5.0,3.2.1,9,Games,38,5,1,1
1063946646,ぼっちでもリア充になれ�奇跡のアプリ。〜�す�缶づめ。〜,66295808,0.00,1,1,5.0,5.0,1.0.1,12,Games,40,0,1,1
918038160,史上最强的大脑4-超级�者(时代永恒小强),52194304,0.00,24,0,4.5,0.0,3.60,4,Games,38,5,2,1
1095581857,ひみつの出会い探しはバクアイ-無料の出会いチャットアプリで�達作り,8456192,0.00,13,5,5.0,5.0,1.60,17,Social Networking,37,0,1,1
1126714010,ねこみっけ - おもしろい人気無料ゲーム,99002368,0.00,1,1,5.0,5.0,1.40,4,Games,37,0,2,1
376561911,�なもじ,61272064,75.05,19,0,4.5,0.0,1.9.3,4,Education,24,5,2,1
475966832,同�旅游-中国汽车票自助周边游海外跟团订票,160900096,0.00,57,0,4.0,0.0,8.3.0,4,Trael,37,5,3,1
303191318,同花顺-炒股、股票,122886144,0.00,1744,0,3.5,0.0,10.10.46,4,Finance,37,0,1,1
954724812,同花顺至尊版,126493696,18.62,67,1,4.5,1.0,10.10.46,4,Finance,37,0,1,1
1068818303,おそ松さんのへそくりウォーズ　〜�ートの攻防〜,525569024,0.00,62,1,4.5,4.0,2.4.0,12,Games,38,5,1,1
1089108246,お�ん�らのメッセ - ほのぼの謎解きゲーム,30749696,0.00,1,1,5.0,5.0,1.0.6,4,Book,37,1,2,1
891596226,华尔街见闻（专业版）-全球财经新闻精选,71386112,18.62,11,0,3.5,0.0,4.0.2,4,News,37,5,2,1
930764645,优信二�车-二�车买车卖车评估交易平台,71677952,0.00,6,0,5.0,0.0,8.00,9,Lifestyle,38,0,8,1
336141475,优酷视频,204959744,0.00,4885,0,3.5,0.0,6.7.0,12,Entertainment,38,0,2,1
791532221,开心消消乐�,136075264,0.00,40,2,4.0,2.5,1.1.34,4,Games,40,5,3,1
1087897068,企业微信,139163648,0.00,7,0,2.5,0.0,1.3.10,4,Business,38,0,2,1
986722176,弹弹堂S- 巴萨传奇助阵 弹弹堂�游官方版,146187264,0.00,6,0,4.5,0.0,2.8.2,12,Games,40,5,1,1
1111428249,当た�占い師【水晶玉子】特別鑑定書��無料占いあり��,25418752,0.00,1,1,3.0,3.0,1.0.3,17,Entertainment,37,0,1,1
445573854,当当-正品秒杀，首单�减5元,130363392,0.00,65,0,3.0,0.0,6.9.1,4,Shopping,38,0,1,1
803781859,作业帮-小初高学生�照答疑学习辅导助�,134531072,0.00,101,0,4.5,0.0,8.6.4,4,Education,38,5,1,1
1153109870,微软识花,175406080,0.00,9,4,4.0,4.0,1.09,4,Entertainment,37,5,2,1
542568747,征戦エクスカリバー,89853952,0.00,8,0,3.5,0.0,3.5.20,9,Games,40,5,16,1
535744360,书香云集Pro-小说电子书免费�书读书听书追书无广告阅读器,52120576,18.62,14,0,5.0,0.0,5.37,17,Book,38,3,3,1
462125072,广东移动�机营业厅-话费流量一�掌握，专属优惠定期发放,30503936,0.00,33,0,3.5,0.0,5.2.2,17,Utilities,38,0,1,1
931337752,幻獣契約クリプトラクト,97223680,0.00,33,0,4.0,0.0,3.6.9,9,Games,40,5,1,1
584246550,买火车票Pro,4255744,93.86,14,0,5.0,0.0,4.3.5,4,Productiity,38,5,1,1
983202217,乐视体育���超欧冠F1高清直播,121336832,0.00,24,0,3.5,0.0,3.7.0,17,Sports,38,0,4,1
385285922,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,0.00,1590,6,4.5,5.0,7.10,17,Entertainment,38,0,2,1
412395632,"乐视视频HD-白鹿原,欢乐颂,奔跑吧全网热播",136668160,0.00,2340,1,4.0,1.0,6.1.4,17,Entertainment,24,5,2,1
796339836,"平安好车主-用车助�,安全管家",85696512,0.00,5,0,1.5,0.0,3.11.2,17,Lifestyle,38,0,2,1
549421060,平安金管家 �� 值得信赖的移动金融生活管家,131750912,0.00,5,0,2.5,0.0,4.3.1,17,Finance,38,0,2,1
953036666,平安WiFi-�机必备的万能WiFi上网钥匙,56961024,0.00,16,0,4.0,0.0,4.8.4,17,Utilities,38,0,1,1
905852173,aa,11337728,0.00,158845,112,4.5,4.0,1.5.3,4,Games,37,4,1,1
986540048,Ab & Core Sworkit - Free Workout Trainer,59845632,0.00,2901,744,5.0,5.0,1.3.1,4,Health & Fitness,37,5,12,1
661149814,Ab in den Urlaub �� Pauschalreisen günstig buchen,74008576,0.00,22,0,5.0,0.0,4.2.5,4,Trael,37,5,31,1
992872278,Abby Lee Dance Secrets,51111936,93.86,808,17,4.0,2.5,1.4.3,4,Entertainment,37,0,1,1
458813562,"Abby Monkey� Basic Skills: Preschool and Kindergarten Kids Educational Early Learning Adenture Games.�� TeachMe Counting, Colors, Alphabet, Math, Numbers, Shapes Sorting, Patterns, Puzzles, Learn to Read Letters for Toddler Children",71766016,56.24,358,59,3.5,4.0,1.71,4,Games,40,5,1,1
364191819,ABC �� Watch Lie T & Stream Full Episodes,85724160,0.00,78890,449,3.0,3.5,5.0.14,12,Entertainment,37,5,1,0
300255638,ABC News - US & World News + Lie ideo,98108416,0.00,48407,20,3.0,3.5,5.16,12,News,37,0,1,0
690802539,ABC Ninja - The Alphabet Slicing Game for Kids,18952192,18.62,172,6,4.0,4.5,3.00,4,Education,37,5,1,1
586328581,ABCmouse.com - Early Learning Academy,266735616,0.00,18749,119,4.5,4.5,5.50,4,Education,38,4,1,1
1074866833,AbemaT-インターネットテレビ局,128454656,0.00,28,0,4.0,0.0,2.2.1,17,Entertainment,37,4,1,1
1085908608,Able Black,312574976,37.43,876,812,5.0,5.0,3.00,12,Games,40,5,1,1
491907493,ABRSM Aural Trainer Grades 1-5,329866240,150.29,0,0,0.0,0.0,2.50,4,Education,37,5,1,1
1001725199,Abzorb,57837568,56.24,76,4,3.5,3.0,1.3.4,4,Games,37,4,1,1
924635678,Acapella from PicPlayPost,134921216,0.00,2487,23,4.0,4.0,2.23,12,Music,37,5,11,1
300048137,AccuWeather - Weather for Life,181941248,0.00,144214,2162,3.5,4.0,10.4.1,4,Weather,37,1,43,1
968591710,ACDSee Pro,105525248,131.48,130,7,4.5,4.0,3.1.1,4,Photo & ideo,37,5,10,1
694972182,Ace Fishing: Wild Catch,224596992,0.00,65831,30,4.5,4.5,2.5.4,4,Games,40,5,14,1
1089666978,Actiity++,2604032,56.24,131,13,4.5,4.0,1.1.2,4,Health & Fitness,37,0,5,1
489321253,Action Moie FX,142996480,0.00,101222,160,4.5,4.5,3.2.12,9,Entertainment,38,1,8,1
691121579,AdBlock,19179520,37.43,1477,57,4.0,3.5,2.8.2,4,Utilities,37,5,11,1
1130398188,Addictie Pro,43658240,376.01,12,1,4.5,5.0,1.2.1,4,Music,24,1,1,1
1181582218,Addon Creator Studio for Minecraft PE,61915136,37.43,214,137,4.0,4.5,1.20,12,Entertainment,37,4,1,1
1187279979,Add-Ons Studio for Minecraft,22999040,56.24,97,97,3.0,3.0,1.00,4,Games,37,5,3,1
1152267570,Adent Calendar 2017 - The Game,48111616,0.00,5,0,3.0,0.0,1.20,4,Games,37,5,1,1
1167445841,Adent Magnificat Companion 2016,53123072,37.43,1,1,5.0,5.0,1.0.1,4,Book,37,4,3,1
927006017,Adenture Capitalist,292289536,0.00,181359,11269,4.5,5.0,5.10,4,Games,38,5,1,1
1033521131,Adenture Company,389818368,0.00,1392,486,4.5,4.5,1.0.5,12,Games,40,5,1,1
1063317238,Adenture Cube,143679488,0.00,215,215,4.0,4.0,1.00,4,Games,40,5,6,1
934484238,Adenture Time Game Wizard - Draw Your Own Adenture Time Games,1218220032,93.86,848,203,4.0,4.0,1.20,9,Games,37,5,11,1
1060178390,Adenture To Fate : Quest To The Future JRPG,72667136,75.05,175,116,5.0,5.0,1.30,9,Games,38,5,1,1
1048629983,Adentures of Mana,492288000,263.15,134,30,4.5,4.5,1.0.7,9,Games,38,5,2,1
970021572,Adentures of Poco Eco - Lost Sounds: Experience Music and Animation Art in an Indie Game,966435840,75.05,148,54,4.5,4.5,1.8.0,4,Games,43,5,1,1
984594553,AdiínaT - Adiina las palabras,135886848,18.62,15,0,4.5,0.0,1.2.4,4,Games,38,5,1,1
958825016,adidas Confirmed,62336000,0.00,1434,14,2.5,3.0,4.3.2,4,Lifestyle,37,0,9,1
469337564,"Adobe Acrobat Reader: iew, Create, & Conert PDFs",81007616,0.00,20069,33,4.0,4.5,17.05.23,4,Business,37,5,19,1
911156590,Adobe Illustrator Draw,107823104,0.00,3215,100,4.5,4.5,4.1.1,4,Productiity,37,5,18,1
804177739,Adobe Photoshop Lightroom for iPad,146830336,0.00,2005,2,4.0,1.0,2.7.4,4,Photo & ideo,24,5,12,1
878783582,Adobe Photoshop Lightroom for iPhone,143550464,0.00,1494,9,4.0,3.0,2.7.4,4,Photo & ideo,15,0,12,1
885271158,"Adobe Photoshop Mix - Cut out, combine, create",202334208,0.00,5253,87,4.5,4.5,2.7.1,4,Photo & ideo,37,5,19,1
852555131,"Adobe Spark ideo, Animated ideos in minutes",154832896,0.00,4302,35,4.5,4.5,3.0.5,4,Productiity,37,5,1,1
968433730,Adobe Spark Page �� Create Stunning Web Pages,120110080,0.00,2528,80,4.5,4.5,1.6.4,4,Productiity,37,5,1,1
444553167,ADP Mobile Solutions,53805056,0.00,8324,306,4.0,3.0,2.8.2,4,Business,37,5,24,1
493912733,Adrian James 6 Pack Abs Workout,73519104,56.24,114,15,4.5,4.5,4.3.2016091601,4,Health & Fitness,37,0,1,1
1041370707,格斗学院-社团争霸圣装崛起，热血高校一触即发,537575424,0.00,62,6,4.5,5.0,2.3.4,12,Games,40,5,1,1
954205285,戦艦帝国-200艘の実在戦艦を集めろ (2周年記念&世界2000万DL),127147008,0.00,12,1,4.0,2.0,1.0.19,12,Games,40,5,0,1
511807447,战神�怒,599319461,18.62,9,9,4.5,4.5,1.1.1,4,Games,43,5,1,1
1106818611,我叫MT3-回合制魔幻世界 大�公会副本开荒,466015232,0.00,1,1,5.0,5.0,1.10.1,9,Games,40,5,1,1
575781369,我想有个家,123449344,0.00,115,1,4.5,4.0,1.2.2,4,Games,43,5,1,1
741597322,我的密码-极简账号备忘录，安全记录管家,3905536,37.43,2,2,5.0,5.0,2.30,4,Productiity,37,3,2,1
1070689426,武林群侠传��经典单机武侠RPG,129368064,18.62,166,154,5.0,5.0,1.36,9,Games,40,5,1,1
668533031,�码头��正品保证海外买�带你全球购�货,128899072,0.00,41,0,4.5,0.0,3.6.1,4,Shopping,37,0,1,1
1046787882,�菓子店ローズ ～ほのぼの再建記～,103027712,0.00,20,0,4.5,0.0,1.0.18,4,Games,40,4,3,1
1118850623,激おこ!! はじめしゃちょー　なんなんです�!?,211661824,0.00,1,1,5.0,5.0,1.0.4,9,Games,40,5,1,1
1018725005,激ムズ！ねこじゃんぷ２,49191936,0.00,1,1,5.0,5.0,1.0.3,9,Games,38,3,4,1
1011675447,激ムズ！ねこ階段,123645952,0.00,1,1,5.0,5.0,1.1.0,9,Entertainment,37,3,1,1
427555239,"易到 - 低价专车,高品质出行",74724352,0.00,115,1,2.0,1.0,8.0.1,4,Trael,37,0,2,1
1068044677,擬人缶～俺のペットが少女になった～,88091648,0.00,1,1,5.0,5.0,1.1.5,17,Games,38,0,2,1
1109674878,放置江湖: 大侠的成长�路（高自由度的武侠体验）,89223168,18.62,10,2,2.0,5.0,1.07,4,Games,40,4,1,1
1091522492,感�アプリ！無料ゲーム Japanese Gacha,77325312,0.00,3,3,4.0,4.0,1.4.1,12,Games,37,0,2,1
1094174239,更加令人感动的养成游戏「昭和杂货店物语２」,227135488,0.00,87,20,5.0,5.0,1.1.1,4,Games,38,5,1,1
392899425,�商银行,154910720,0.00,306,1,3.5,1.0,5.3.0,12,Finance,37,0,2,1
398453262,�商银行信用卡掌上生活,160764928,0.00,122,0,2.5,0.0,5.5.9,17,Finance,37,0,1,1
1123626556,梦幻西游互通版,2057722880,0.00,25,3,4.5,5.0,3.0.5,4,Games,38,5,1,1
1056489580,棒棒糖-宝宝的世界衣橱,36910080,0.00,8,0,5.0,0.0,2.6.0,4,Shopping,37,0,5,1
618687721,楽天市場 for iPad,13448192,0.00,6,0,4.0,0.0,1.3.8,4,Lifestyle,24,4,1,1
570105907,楽天カード,81673216,0.00,11,0,5.0,0.0,5.15.3,17,Finance,37,5,1,1
984957369,日课����给每一位好读诗的人！,59156480,18.62,7,0,4.5,0.0,2.20,4,Education,40,5,3,1
982457990,求生无限 - 无限流生存挑战大冒险,87796736,18.62,1,1,5.0,5.0,2.4.1,12,Games,37,5,3,1
415842508,"汽车�家-提供新车,二�车报价及资讯",54815744,0.00,116,3,4.0,5.0,3.8.5,17,Lifestyle,24,5,1,1
1121659254,江湖风云录-超自由武侠剧情角色扮演�游,49652736,18.62,13,0,4.5,0.0,4.58,12,Games,40,5,1,1
554499054,滴滴出行,108676096,0.00,1103,4,4.0,1.5,5.0.20,4,Trael,37,0,2,1
446324234,欢乐斗地主��腾讯,214474752,0.00,403,5,3.5,4.5,5.52.001,17,Games,43,5,1,1
393670998,欧路�语词典 Eudic 增强版,152671232,56.24,206,2,4.0,3.5,8.2.1,17,Reference,37,5,3,1
1079800951,永生劫 �� 单机回合仙侠RPG,138480640,0.00,13,7,5.0,4.5,1.4.3,12,Games,37,4,2,1
755018884,新概念�语2015最新版-�美全四册,475598848,18.62,6,1,5.0,5.0,2.00,4,Education,38,5,1,1
299853944,新浪新闻-阅读最新时�热门头条资讯视频,115143680,0.00,2229,4,3.5,1.0,6.2.1,17,News,37,0,1,1
1178433845,新超级群�传OL-单机党必玩的三国群��游,246023168,18.62,1,1,4.0,4.0,1.60,9,Games,37,5,1,1
1024000488,浪漫庄园(自由创造你的梦想),97181696,0.00,36,17,4.5,5.0,1.3.9,12,Games,40,5,1,1
387682726,淘宝 - 随时随地，想淘就淘,309673984,0.00,3801,6,4.0,4.0,6.7.2,4,Shopping,37,1,1,1
438865278,淘宝HD－Taobao for iPad,119247872,0.00,1103,54,3.5,4.5,5.0.1,4,Shopping,24,5,2,1
566813949,淘票票 - 原淘宝电影，选座购票必备,98619392,0.00,29,0,3.5,0.0,6.8.2,12,Entertainment,38,5,2,1
766695512,懂球帝 - 足球迷必备神器,77705216,0.00,439,2,4.5,4.5,5.60,12,Sports,38,0,8,1
414245413,�机京东-首次购买可领取188元优惠券,242618368,0.00,361,4,3.5,1.5,6.1.0,17,Shopping,38,0,2,1
382201985,�机百度 - 百度一�你就得到,226406400,0.00,1990,0,4.5,0.0,8.6.5,17,Utilities,38,0,1,1
379395415,携�旅行-酒店、机票、火车票预订助�,144488448,0.00,312,0,3.5,0.0,7.4.1,17,Trael,37,5,1,1
413993350,搜房网房天�-新房二�房租房交易平台,156446720,0.00,89,0,4.0,0.0,8.4.3,4,Lifestyle,37,3,3,1
436957087,搜�新闻��新闻热点资讯掌上阅读软件,136421376,0.00,383,0,4.5,0.0,5.8.9,17,News,38,0,1,1
458587755,搜�视频-欢乐颂2 全网首播,109425664,0.00,774,0,4.5,0.0,6.60,17,Entertainment,38,0,1,1
414430589,搜�视频HD-欢乐颂2 全网首播,79696896,0.00,3768,5,4.0,3.0,6.60,17,Entertainment,24,5,1,1
917670924,搜�输入法-Sogou Keyboard,89465856,0.00,874,2,3.0,3.0,4.5.1,4,Utilities,37,5,1,1
1044283059,�多多 - 1亿人都在�的购物App,38347776,0.00,5,0,2.5,0.0,3.23.0,4,Shopping,38,5,5,1
635206028,沪江开心词场-�语、日语、韩语学习助�,129157120,0.00,417,8,4.5,5.0,6.3.1,4,Education,37,5,24,1
1060894301,注文の多いブサ猫軒,51895296,0.00,1,1,5.0,5.0,1.27,4,Games,38,0,2,1
863882795,斗鱼--�者大神在直播,200382464,0.00,266,1,2.5,1.0,2.50,4,Entertainment,37,5,1,1
467738064,"AEO|Aerie: Jeans, Dresses, Swimsuits & Bralettes",64024576,0.00,6408,77,4.0,4.5,4.1.2,4,Shopping,37,0,1,1
1071497654,最高警戒,199214080,0.00,1,1,1.0,1.0,1.8.2,17,Games,40,5,1,1
680268481,本気で�会話！ペラペラ�語　�単語・リス�ング・TOEICの学習にも！,112906240,18.62,6,0,4.0,0.0,11.00,4,Education,40,0,4,1
891192948,挖财宝理财-预期年化收益高达12%,48109568,0.00,7,0,4.0,0.0,4.8.0,17,Finance,37,0,2,1
651323845,机票、火车票、汽车票预定助� for 铁路12306,21944320,0.00,128,74,5.0,5.0,7.3.5,4,Trael,38,5,2,1
925056174,Aeris Pulse Weather,30896128,18.62,81,7,4.0,5.0,1.3.8,4,Weather,38,0,1,1
575487269,aerofly FS - Flight Simulator,2251403264,75.05,1033,211,4.5,4.5,1.2.1,4,Games,39,5,1,1
946434924,Aerofly FS 2 Flight Simulator,2634030080,56.24,863,211,3.5,3.5,2.4.7,4,Games,37,5,1,1
1091824117,Aeronaut,76222464,0.00,15,1,3.5,2.0,1.0.2,4,Games,37,5,1,1
293573778,Aertinoo,8044544,93.86,32,0,3.0,0.0,3.9.2,4,Naigation,38,5,7,1
